"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       
         696,      -6.715388572,      -5.007173769,      -5.313027046,       21.61176059,       21.61176059,      0.2514043568,       1.803250886
         697,      -6.716842646,      -5.007450994,      -5.314704487,       25.93411271,       25.93411271,      0.2516029252,       1.803557681
         698,      -6.718450935,      -5.007793362,      -5.316742998,       31.12093525,       31.12093525,      0.2518535044,       1.803957867
         699,      -6.720246253,      -5.008219928,       -5.31922447,       37.34512231,       37.34512231,      0.2521690781,       1.804478689
         700,      -6.722253868,      -5.008755331,      -5.322250951,       44.81414677,       44.81414677,      0.2525631965,       1.805149169
         701,      -6.724496962,      -5.009431568,      -5.325948297,       53.77697612,       53.77697612,       0.253047792,       1.805993508
         702,      -6.727050808,      -5.010289118,       -5.33047138,       5.377697612,       5.377697612,      0.2536299653,       1.807019823
         703,      -6.730155493,       -5.01137477,      -5.336015753,       6.453237134,       6.453237134,      0.2536881311,       1.807122387
         704,      -6.731365525,      -5.011493478,      -5.336523275,       7.743884561,       7.743884561,      0.2537579784,       1.807245654
         705,      -6.731945151,      -5.011629878,      -5.337144095,       9.292661474,       9.292661474,      0.2538418205,        1.80739368
         706,      -6.732323693,      -5.011787295,      -5.337904868,       11.15119377,       11.15119377,       0.253942423,       1.807571321
         707,      -6.732608437,      -5.011970241,      -5.338832948,       13.38143252,       13.38143252,      0.2540630093,       1.807784146
         708,      -6.732851629,      -5.012185325,      -5.339959873,       16.05771903,       16.05771903,      0.2542072533,       1.808038297
         709,      -6.733106098,      -5.012441329,       -5.34132385,       19.26926283,       19.26926283,       0.254379335,       1.808340484
         710,      -6.733446793,      -5.012749009,      -5.342972878,        23.1231154,        23.1231154,      0.2545840688,        1.80869818
         711,      -6.733986756,      -5.013120822,      -5.344968155,       27.74773848,       27.74773848,      0.2548268608,       1.809119432
         712,      -6.734890742,      -5.013570948,      -5.347387221,       33.29728617,       33.29728617,      0.2551130727,       1.809611295
         713,      -6.736381649,      -5.014115646,      -5.350326929,       39.95674341,       39.95674341,      0.2554464951,       1.810176034
         714,      -6.738727364,      -5.014773539,      -5.353905979,       47.94809209,       47.94809209,      0.2558268477,       1.810804232
         715,      -6.742206641,      -5.015565855,      -5.358266223,       47.94809209,       47.94809209,       0.256246356,       1.811464076
         716,      -6.747059768,      -5.016516404,       -5.36357802,       47.94809209,       47.94809209,      0.2566231963,       1.812012051
         717,      -6.752313318,      -5.017453977,      -5.368923141,       47.94809209,       47.94809209,      0.2569538888,       1.812435857
         718,      -6.757313633,      -5.018370013,      -5.374299299,       47.94809209,       47.94809209,      0.2572366617,       1.812728115
         719,      -6.761650036,      -5.019261513,      -5.379704264,       47.94809209,       47.94809209,       0.257470798,       1.812884933
         720,       -6.76494403,      -5.020127526,      -5.385135953,       47.94809209,       47.94809209,      0.2576562484,       1.812904852
         721,      -6.766845208,      -5.020968136,      -5.390591007,       47.94809209,       47.94809209,      0.2577935479,       1.812788376
         722,       -6.76707231,      -5.021784026,      -5.396064284,       47.94809209,       47.94809209,      0.2578838961,       1.812537894
         723,      -6.765458943,      -5.022576156,      -5.401549312,       47.94809209,       47.94809209,      0.2579292571,       1.812157699
         724,      -6.761984762,      -5.023345485,      -5.407039107,       57.53771051,       57.53771051,      0.2579324058,       1.811653983
         725,       -6.75678106,      -5.024092738,      -5.412526851,       5.753771051,       5.753771051,      0.2578804647,        1.81088364
         726,      -6.748631635,      -5.024972621,       -5.41916276,       6.904525261,       6.904525261,      0.2578746216,       1.810804585
         727,      -6.748216548,      -5.025060554,      -5.419755365,       8.285430313,       8.285430313,      0.2578669506,        1.81070757
         728,      -6.747206326,      -5.025160863,      -5.420488789,       9.942516376,       9.942516376,      0.2578567982,       1.810588031
         729,      -6.745767978,      -5.025276321,      -5.421385784,       11.93101965,       11.93101965,      0.2578432965,       1.810440196
         730,      -6.743899669,      -5.025410992,       -5.42247225,       14.31722358,       14.31722358,      0.2578252034,       1.810256478
         731,      -6.741558693,      -5.025570229,      -5.423780288,        17.1806683,        17.1806683,      0.2578007501,       1.810026844
         732,      -6.738685146,      -5.025760173,      -5.425351923,       20.61680196,       20.61680196,      0.2577675733,       1.809738374
         733,      -6.735209479,      -5.025987198,      -5.427242656,       24.74016235,       24.74016235,      0.2577227231,       1.809375008
         734,      -6.731057642,      -5.026257876,       -5.42952313,       29.68819482,       29.68819482,      0.2576625775,       1.808917074
         735,      -6.726157773,      -5.026579662,      -5.432278551,       35.62583378,       35.62583378,      0.2575825475,       1.808340275
         736,      -6.720447348,      -5.026961645,      -5.435606885,       42.75100054,       42.75100054,      0.2574767861,       1.807614308
         737,      -6.713886858,      -5.027414684,      -5.439616712,       51.30120064,       51.30120064,      0.2573384569,       1.806701744
         738,      -6.706513608,      -5.027951088,      -5.444428937,       61.56144077,       61.56144077,      0.2571613996,       1.805558816
         739,      -6.698549051,      -5.028583934,      -5.450183707,       61.56144077,       61.56144077,      0.2569441872,       1.804141199
         740,      -6.690530398,      -5.029326372,       -5.45704453,       61.56144077,       61.56144077,      0.2567365654,       1.802707631
         741,      -6.684565142,      -5.030031978,      -5.463765834,       73.87372893,       73.87372893,      0.2565532282,       1.801292633
         742,      -6.680433799,      -5.030699889,      -5.470345717,       7.387372893,       7.387372893,      0.2563835754,       1.799663625
         743,      -6.677623522,      -5.031481459,      -5.478163933,       8.864847471,       8.864847471,      0.2563672035,       1.799501369
         744,       -6.67926373,      -5.031551391,      -5.478830822,       10.63781697,       10.63781697,      0.2563486126,       1.799308122
         745,       -6.67942893,      -5.031627189,       -5.47965763,       12.76538036,       12.76538036,      0.2563279379,       1.799078629
         746,      -6.679256971,      -5.031714012,      -5.480663312,       15.31845643,       15.31845643,      0.2563056349,       1.798807173
         747,      -6.678985806,      -5.031817016,      -5.481871379,       18.38214772,       18.38214772,      0.2562825041,       1.798487312
         748,      -6.678712829,      -5.031941348,      -5.483317757,       22.05857726,       22.05857726,      0.2562600122,       1.798112412
         749,       -6.67852235,      -5.032091603,      -5.485055108,       26.47029271,       26.47029271,      0.2562410942,       1.797677539
         750,      -6.678524563,      -5.032272425,      -5.487151046,       31.76435125,       31.76435125,      0.2562310256,        1.79718165
         751,      -6.678873874,       -5.03248986,      -5.489682276,        38.1172215,        38.1172215,      0.2562377085,       1.796628342
         752,      -6.679768293,      -5.032752281,      -5.492730632,       45.74066581,       45.74066581,      0.2562713901,       1.796024871
         753,      -6.681428286,      -5.033070738,      -5.496382649,       54.88879897,       54.88879897,      0.2563450101,       1.795381418
         754,      -6.684057112,       -5.03346012,       -5.50072923,       65.86655876,       65.86655876,      0.2564764573,       1.794712481
         755,      -6.687775899,      -5.033941511,      -5.505865685,       65.86655876,       65.86655876,      0.2566923165,       1.794039801
